label,clean_tweet
0,ديمة بنكيران ولاية ثانية إن شاء الله
2,kon ghir kan sa7
2,لعنة الله على آل سعود ابناء اليهود
1,o 3mri 3e9lt swt l chi wahd machi mghribi mn ghir abd salam
2,يحبون يعشقون المستعمر يا سلااام على حب جميل بثينة كراهية الأخوة هههه
1,hamdlh ghir mn bnt hhhh ra l9itha 9odami bghit njareb hhhh
2,khlik f l blue dialk nti hssn
1,تعبئة كبيرة دايرها مكتب السكك الحديدية بمناسبة العيد الصغير الترانات اللي وفر يوم وصلو لـ220 وها التفاصيل
1,اسبانيا  الحرس المدني كيقلب ففيرما على رفات مغربي 2018 تقارير رجحات مقتله
1,sur un stade ou la balle peut glisser napoli kant tdouz
0,مباركه علينا وعليك وعلى الامة الاسلاميه
2,hhhhhhhhh ah ila hada howa ljamal 3ndkom lah w3lm hmdulh chft souhaila lghzala amma di hhhhhhh fans souha andhum h9 ykerhuha
1,hbibti ghbarti bzaaaf ana chrite dalah hh
0,ana mohim 3adi howa ibtissam 7it inssana katstahal
1,فلسطين الجزائر المغرب فالامم المتحدة لجنة القدس وها دارت
1,ممكن الرباط تيق فسانشيث؟ اللا راه سياسي قادر يقلب الڤيستا باش يحافظ على اغلبيتو اللي نايضة وراق المغرب كثيرة ولاعب مرتاح بزاف
0,عزيزتي ماشاء الله وشكرا على هذه المعلومات القيمة مدينتنا الجميلة كأنت
2,الحمير ديال المغرب نافعين الجبال ماشي للبيع حمير البرلمان ناعسين يدوهم فابور
1,بداو الكَيرا فأوكرانيا الجيش الروسي ماتو أكثر 21 ألف عسكري ضاع 176 طيارة ميليتير و153 إليكوبتر  أرقام
1,عاجل البرلماني الزايدي ضربوه بعام نافذ ديال الحبس وها ديال الخطية خاصو يحط ودفاعو للمحكمة مؤامرة
1,hhhhh chnahwa 3rfti o nchdha nkhrj mnha l onota dyalha
1,la ana 3andi mihrajan tili9ad hhhhhhhhh a7ssan mihrajan fel 3alam tili9ad hhhhhhhhhhhhhhhhhhh
1,ghir khalihom daba ichedo f malongo mezyan ra 3adna lmoch
1,سلطات العيون حملة واسعة على عمليات لحريك لكناريا بجهة الساقية الحمرا
1,o 2 haja chhkon homa had nass likihekmo 3la sotha nkhali assassida achado b sotha o khama lifih ontb3 nass kibali ghir sam3in
1,kon ghir tgals m3a wld bladha khir liha man dak ihab kaybghiha otaykhaf 3liha owld bladha othdar m3ah mghribi
1,fach l prof dyal communication katsm3ek glti un video
2,nb9aaw nadgho f hadraaa o nssad3o rassna
2,hbiba ana hanan khssart aliha flossi w bla mansawar bla mandir di3aya wa lakin chi li raha dir fih over bzf w mat9oli 3adi
1,ana fb w ghir db
2,سؤال غبي يحمل طياته عقلية معقدة ترى الاخ عجو والعدو صديق
0,y y y 3endki jor2a tgouli lmeen souwti o 3elach ana benkiranya wa aftakherrrr hhhh
0,السلام عليكم الأخت الفاضلة عفاف أحييك بتحية الإسلام أعذب الكلام الممزوج بالتقدير الإحترام، لم أتوقع ماكنت سأرى قبيل مشاهدة هذا الفيديو الرائع الذي أبهرني بي
1,ماكرون ماشي رئيس فريق رئيس گاع الفرنسيين
2,اختلطت السياسة بالدين فالننتظر الساعة يشتغلون الدين لاجل مصالحهم وعموم الشعب امي يفرق تجار اادين والسياسة يجب توعيتهم
1,غادية توقع مفاجأة ويكون ميلونشون فالدور الثاني فبلاصة لوبين؟ الفرق بيناتهم 08 فالمائة
0,صوت أكثر رائع وصورة ماشاءالله المانع إنتشار هذه ايقونة الوطن العربي اختي نجوى
2,مناورات روسيا المنطقة العربية كلها بضوء أخضر أمريكيإسرائيلي أجل إنهاك دول المنطقة
1,تقرير رسمي نسبة المحابسية الأميين نقص 2219 فالمية لـ1172 وها محابسي استافد دروس محو الأمية
0,واااااااااااو طووووووووب ولاااد بلادي الله يحفضكم سعد التواااضع بنفسه اللهم يوم الجمعة استودعك الفرج والطمئنينة وان ترزقنا الصحة والعافية
2,أنثم أصابكم مرض الطاعون ؟
2,القمر يسمن يغني جوع التعليم والصحة أولى بهذه الأموال اما اذا اردتم ان نقول بأننا ننافس اسبانيا وفرنسا الفضاء فلكم ذالك نحن فعلا كذلك
2,fin chofti hadxi li kat9oli 3la hanane jem3i rassek zedti fihhh ida kan dakchi katchoufo fe khyalak haja akhra
1,ديال الخالة انا كنصور
2,ahh hata ana 3atito odb jat wahda khra yalahh lila hadii
2,سوقو ناقص بعدما تعرفنا على المنتخبات اللي نلعبو ضدها المونديال اللي فرط يكرط
1,daba mcha chaf ach men tiyara ghada ghedda m3a 19h
0,hadchi bach mzyan le360 hhh
1,الذبيحة السرية والغش فالسلعة وعدم إخضاع البهايم للمراقبة البيطرية ابتدائية فاس ضربات كَزارة بالحبس النافذ
2,torkiesini m5alta b d9i9 nzido 3lha chwiya dyal basbasse o zabda ila fhamti chi 7aja ha wajhi 9iw9iw9iw
1,betissam hbb chufi hadu ash dyrin mnawdinha 3lik li kn3rf ana hadik mashi safha dyalk lhssed
0,ana maghribya o a9oul ana haidy aktar wa5da mo5tarama fl akadimya
2,استعمار الطرق
0,بارك الله فيك اشكرا جزيلا
1,mnine tyti7o 3lik hd fkre hhhhhhhhhh mhboul
0,احلا تسلم هذه الطلة الرائعة
2,pliz bnat darori tjibo trend mghribi wla ytarta9 fia chi 3ra9
2,man kan chof soha m3a ehab 9albi kaytrawa3
0,الحال بنكيران احسن العمري ولشكر وشباط
0,akid le maroc mataynsash rad ljamil w kifma katbghiw hanane ta7na tan7ma9o 3la saho
0,المغرب بلد اسلامي وسيبقى بلد اسلامي رغم انوفكم لان ارادة الله ارادتكم فاحتفظوا بعلمانيتكم لانفسكم يقوم بالبلد إلا الرجال الأحرار
2,إلا بالله العلي العظيم مآسي أطفال وشباب عمر الزهور تمزق القلب
2,matb9aych tjawbi m3a had achkal hadrthom makat9dam wla t2khr lmohimmm hanane w raphael makitsw9och
0,ghir dahkine a khty ou m9achbinne lah ikhalina dima dahkine samhouli makandkholch tag bzaf ghir m3a khadma mais dima
2,انه لأمر محزن ويحز التفس نقرأه تعاليق بعض المغاربة المغتربين
0,haaaaaania machi mochkil wakha kolna ba9in massdomin najm 9adim w bi9oua
2,لمسلمين اللي عايشين بلاد الغرب فعلا معظمهم يقلدون الكفار تبرج وترك اللغه العربيه والتحدث بالانجليزيه والاعتزاز بها واشياء اخر
0,قدم مبارة رائعة دفاعيا هجوميا
2,الحمد لله لان حكومة صينية ستشتري صاحب صفحة شوف تيفي اكبر حمار فلكون
1,أكاديمي صبليوني  العلاقة المغرب واسبانيا قضية دولة وماشي قضية حكومية ومغادي يكون استقلال استفتاء فالصحرا
2,malk a5ti mn sbah w nti tna9zi ghir bohdak mal ach 5assk yakma s5an 3lik rassk
1,عاجل رئيس الحكومة الصبليوني فاطر سيدنا لخميس
0,voil cest la reine wkhlawha the five li jayy wa3er wa3er
1,souhahala bghinak talssi ghir m3a ali
2,hhhhh dahka jama3iya siri tna3ssi ach jab chouk lhab lmlouk hanan aktar wahda mahbouba fkol dowal aktar man lmomatila
1,الإعفاءات بوزارة التعليم ميراوي ماكنقبلش بالولاءات الحزبية ومشاريع امزازي ماوقفتهاش
2,la ta3rif chay2an ya waladi
0,kayn chi mayt9sa 3awnona please sawto 3la ibtissam lmaghribia f
0,الله يحمي الااردن ويلعن حاقد يتمنا لنا الدمار مرفوعه رايتك بعون الله ياوطني وياايها الشعب الطيب
0,بعيدا خبث السياسة أقول لكل يدخل الانتخابات حبا هذا الوطن الحبيب وخدمة المستضعفين والمقهورين إن يعلم الله قلوبكم خيرآ يوتيكم خيرا
1,ila bghat tenchaher machi 3la dhar nakira b7al 3anza kan momkin tchof chi fenan me3rof machi 3anza  merci
2,لدينا تجارب لمثل مايقع الان تشويش واشاعات وفتنة على المدرب وعلى اللاعبين هناك أخطاء
0,لاوالله ان ،،الهواوي،،نعم التليفون كيصبر فشارج والى طاح فالارض كيصبر كدلك
1,chefti ntaya ghir meli tatgol 3ahira rak oummi
2,السترة مزيانة ستري ماستر الله راه بنادم خايبة
2,لعنه الله على اليهود والصهاينه
0,بالتوفيق وطول العمر
2,kat7lab f swa3da o missryin bach i3tiwha chi sahra tjma3 ryalat
2,دعوات مغربي له بالرحمة
0,souhaila ya atyab 9aleb ana magribia bas ljazayer ikhwayna ana kanbgiik bzaf w salami l ihab hanan
1,عاجل القضاء الإداري حكم شركة أوزون ومجلس جماعة الشقف قرر توقيف الصفقة اللي كانو دوزو بيناتهم
1,تقرير برلماني رصد مشاكل قانونية فإصدار مذكرات الروشيرش ضروري تكون بتعليمات كتابية ماشي شفوية والنيابة العامة خاصها تحرص على هادشي
2,hram hadchi li kadiri fih
1,kat3arfi polizaryo fin jaw
0,3ndak sa7 rbi yi7fdak lina rak 3ziz o ghali
2,اظن ان مشكل الصحراء سوف يبقى بدون حل
2,فعلا عقول قذرة
2,hadik mamossaba9a mawaalo tkharbi9a o hna daba machghoulin
0,marhba bik ya mhamad fi baladak bs howa enta mamak li maghribiya wala babak
1,wach dayrin oughnya b elam jay f lkora l ardya w bghity tndm hhh
1,hhhhhhhh wili malek 7ma9ti ana wlh matayhemnii hhh khelina 7na jonod lkhafa2 haahaa
2,l3iyaaa9a diyalle z wa lmkhrayr fikom kay3ich a fel virtual ou li bgha chi 9alwa marhbaaa
1,hakim nta ba9i katfaraj fhanan ou kad3amha oula la mani khraj anis mab9itich katfarj fiha
1,الفراملية راسلو آيت الطالب ولقجع بغينا صرف الصاليرات فالوقت كتديرو الاقتطاعات الإضرابات  وثيقة
1,finahowa lweld litassel men lespagne ban 3lik laman
1,وزير التجهيز والماء نسبة الملء فاتت 50 فالمية فأكثر ثلث السدود
0,إمليل أجمل الأماكن السياحية المغرب
0,سعد فنان عنده الإبداع، الإخلاص عمله
2,اذا كرامتك معدومه وبترضى تلحس جزم الأجانب ويبهدلوك وتضل ساكت غيرك يقبلها لنفسه  ومش بلد ابوك تقول يروح ومين يرجع
2,رونالدو مستواه الفردي والفني ضعيف جدا وتقييمه دائما يعتمد على التهديف لانه يقدم شيء غيرها
1,hhh ah bn d acc o mat9olich lia 3mrk matl3ti vu o majawbtihch hhh majatch
0,adil zin dial bladi
1,acho malki dart m3ak bazaf achno kanti bagha
2,المغربي بلا تعميم طبعاً محكور أينما حل وارتحل لأنه ببساطة شديدة حكار قرارة نفسه
1,dak rabit fih chi ghalat mabghach ithali
1,المخزون الاحتياطي الطاقي فبلادناالوزيرة بنعلي 3 لتعزيزو وغانديرو شراكات القطاع الخاص والعام
1,ana sf chi 4 ans mab9it chrithom walakin kanchri bla monassaba fhamty ana sf kbert hhhhh galoha lya dar wa9ila kadbo 3lya
0,احسن حكومة مرت ثغي المعرب حكومة بنكيران
0,تحياتي لك ادمين على هاد المجهود كادير باش تقربنا اللاعيبين ديالنا
